appId,content,score,thumbsUpCount,category
com.facebook.orca,So not happy with new updates! Updates have taken double the amount of storage on my phone as it has stated! Why is this happening? I am very afraid of new updates taking so much more storage! Please take care of this! Why all the new updates continuing to take up more storage space? Still have not fixed this problem as of latest update on April 14th! Please address this issue! Thank you,1,45,social
com.facebook.orca,I cannot emphasize enough that the messenger sucks. It's so easy to add random people that are on your contacts messages last by a toddler. My 2yrs old added random people on chat every time he gets a hold of the phone. This should not happen. This is the stupidest feature on messenger. There should be a lock button when you are on chat and cannot touch any other functions unless it gets unlocked.,1,60,social
com.facebook.orca,"So I'm all for this app, cause its how I contact an old friend of mine, but when I open my phone, I do NOT want the last message sent to me to open instantly! I don't tell it to open with my phone, I JUST OPEN MY PHONE! STOP THIS! Yes, I'd still like the old feature to pin chat heads to home pages back, but this is beyond annoying! Especially when someone is trying to avoid people and just look at their damn phone! Fix this! Please!",2,61,social
com.facebook.orca,"I was loving Messenger but now when I try to access it through FaceBook it wssnts me to pick an account (apparently can have 5). I just want my old account that I've had forever. I cannot send anything from FB through Messenger as I keep getting the select your account Window. Frustrating!! I have not changed anything, updated anything, it just went kaplooie. It doesn't even look the same.",2,148,social
com.facebook.katana,"So many bugs. Notifications would pop up even though there's nothing or even when I've already seen it. Messenger icon doesn't work, it'll take me to messenger to login to my account even though it's done. It took too many attempts before you can delete a post. Lastly, when you react to a post, the react buttons wont appear and it would get stuck where share and comment buttons won't be visible.",2,157,social
com.facebook.katana,"Requires separate app for instant messaging. Does NOT give user a chance to make news feed ""chronological "" BY DEFAULT (which alone would raise rating by 3 stars). Advertising, when they decide to bombard user with it, is hard to block, often irrelevant, and a general pain in the butt. File size is ridiculously large and I despise having to be in Wi-Fi mode to update. (My data plan is superior and I want the right to update whenevet, and however, I wish.)",1,281,social
com.facebook.katana,"Latest update Changed all my privacy settings, won't allow me to like artist pages from my own Music page who I'd like to support, it keeps crashing my messenger too glitching into the wrong person I'm trying to message. Please fix this. A lot of my time went into my music page and I don't want to delete and start all over on followers. Thank you. *Update* mostly everything is working except for some loading, notifications and a couple bugs, music page is good though.",3,325,social
com.facebook.katana,"This app continues to get worse over time. Every 3 posts in my news feed is an ad. I adjust my settings and continue to get more ads. I hide all ads from pages and they continue to show up. Posts will not load on specific pages or in groups. The only way to view posts is in the news feed, any other way does not work.",1,18,social
com.facebook.katana,"After forcing me to confirm my identity (for the 2nd time in April), Facebook now won't let me log in, as it tells me, ""We'll take a look at the documents you submitted and get back to you. If we need more help confirming your name, we'll reach out for additional documentation."" It is now May 1, and I have been having this problem since April 27th. And I can't uninstall FB so that it can be reinstalled. And forget about getting any help from Facebook.",1,9,social
com.facebook.katana,"I love Facebook but ,my phone was stolen and I did not get it back. Note I can't find my Facebook that I've had for two years. Dam it took me a month to find my Google timeline. Im old skool. I think the problem is that I verified my fictitious Facebook that I just created, soI that I could post a picture of my phone thief. Sydney cooper is that page. If I can figure out how to delete Sydney, maybe I can start over and get mine back????",5,21,social
com.facebook.katana,"Since the newest update, I havent been able to see comments on most posts and my videos dont play for more than 5 or 6 seconds before moving onto another video. Its really annoying. I also HATE how you see the same 5 stories on your feed over and over again. They need to go back to having a ""most recent"" option or something. I'm seriously tired of hiding posts, unfollowing people and unlicking pages just to see my friends and families posts.",2,5,social
com.facebook.katana,"The translate feature is longer available for Facebook posts and the admins refuse to address it. I would like to be able to understand what someone on a public post says if I can't read or speak their native tongue. It worked perfectly fine a couple of weeks ago, so update and fix it.",1,1,social
com.facebook.katana,This update sucks!!! Holy jeezus I cant get into the app unless i shut it down it turn it back on. It zaps my battery. How do i know? I uninstalled and it was fine! I reinstall and guess what?!? My battery is zapping out again. Ridiculous! For how much money you guys have you have a crappy team developing updates lately.....,1,16,social
com.facebook.katana,Absolutely awful since the last update. Never had a problem with this app until now. Loads the same statuses over and over again even if I hide the posts. Pictures won't show up or take ages to load. Group navigation is now atrocious. I don't get half the notifications. Really disappointed,2,10,social
com.facebook.katana,"Again, latest update STILL messed up. I can't comment on posts, the notification keeps notifying me of the same thing. Also it doesn't give me the option of choosing to post as myself or my page when commenting, it just picks at random. I am also unable to hide ads which I am not interested in, which sucks. What is going on, app devs?",3,383,social
com.facebook.katana,"If there's one thing more that I want in this app it's the ability to draft and format notes in it (I love Notes but I'm not on PC all the time). Also please offer more quiz types in Social Learning groups. Teachers in our college are starting to prefer Facebook as the platform of choice in this time of social distancing (because in the Philippines a lot of students are on free data), and these additional features would be helpful.",5,11,social
com.facebook.katana,"Help me fix the feature photo pls. In other's account, they can put/upload pics in their feature photo. While in my account, I can only feature my old stories. Fix it please. I really love the old feature photo! :( Sorry for my bad english. This language is not my first language.",4,53,social
com.facebook.katana,"Suggestion, kindly put under settings: [1] Adjust automatic quality of video (some like it lower quality) [2] Adjust speed of the video (some like it faster like 1.25, 1.5, 1.75) [3] When opening a chatbox, pls do put an option that searches for all the files (whether, pdf, document, pptx) in that particular chatbox. It is very convenient honestly. After that, I'll give a five star.",1,102,social
com.facebook.katana,"There is always something that keeps going wrong. The new video player is pathetic. If you start watching a video on your timeline and then click to watch the whole thing, it starts from the beginning everytime. You need to press back button 2-3 times to exit. There are so many buttons on the interface while watching the videos, if you try to just check how long the video is, something gets pressed and either it skips to the next video or skips 10 seconds or restarts. Why fix what's not broken?",2,2334,social
com.facebook.katana,I became locked out for security reasons in the middle of browsing; I did not sign out. Now my account seems to have dissapeared completely. Requesting drivers license to verify identity is a bit much for a social media platform. I have one account with some pages and groups all associated to one account. Have never created more than one profile. Lock me out. Prey on someone else for their identity. It is lame.,1,13,social
com.facebook.katana,"Amazing social app. I love Facebook. Through that i can come in contact with many unknown person and also with my friends ,family etc. But i seen one problem with this app much time i faced with many bugs in the post section. In that case when i click in a photo my phones notification bar stop to work. But all over i love Facebook.I hope Facebook team will try to repair my report. And one more problem i seen my post don't reached to my all friends i don't like this policy. Thanks you. ⒷⒾⓈⒽⒶⓁ",4,106,social
com.facebook.katana,The new update sucks. Video organization is terrible. You use to be able to click on a video and share from there as well as see other similar videos. Now you can click on a video and only watch that video with no sharing options. Needs to go back to the way it was.,1,3,social
com.facebook.katana,"Facebook forever messing up with all these damn updates. So here we have another unnecessary update and for what? The app still sucks. Now when you go on pages you like to look at the content and you scroll down you can only go past 2 post and it stops and you see that annoying ass loading circle. When we finally get use to the new update and actually have an app that fully functions, ya'll screw it up. Thanks. 5/1/20 Another unnecessary update and still can't get nothing right. Y'all suck..💯",1,848,social
com.facebook.katana,I keep getting a notification icon in the app after going through my notifications but there are never any unread notifications. I'll go onto the website and mark all as read and it fixes it but there's no point having a mobile app when I'm having to use the site through a browser usually twice daily. Please fix it.,2,113,social
com.facebook.katana,"This app is ok, it works ok for the most part. My only major really painfully frustrating problem is that I don't get push notifications on my Galaxy S10. I've triple checked all notification settings on my phone and on the app, they just don't work. I had a bit of luck the other day after enabling Email notifications for everything. Some push notifications came through, probably for about 2 days, then it just stopped sending me any. Email notifications always work for me, but its not ideal...the Galaxy S10 sometimes takes a while to refresh emails in Gmail, so I often miss important posts from people I follow. Please could you look into the issue and resolve it, it would be very much appreciated. Thank you.",3,406,social
com.facebook.katana,Their updates take way too long to roll out. This last one with the hug has been out at least 3 days and I still haven't recieved it. It's also buggy because 8 have friends in Europe that get updates before me. And it will crash while I'm scrolling and I will lose my place on my timeline. Fix your stupid app Mark Zuckerberg.,1,60,social
com.facebook.katana,"Ads...ads...ads... Remember those days where all you had to deal with was people complaining how bad their life was, and all you had to do was hide them? Yea...I do. I don't use Facebook anymore for social media anymore. 9 times out of 10 it's for the market place. That thing seems broken pretty often. Searching for something only makes it freeze.",1,247,social
com.facebook.katana,"Most annoying: ads with high volume... AND IT BOILS YOUR PHONE!!! Go duck (🦆) yourselves, Facebook!!! Can't disable notifications and although I configure my phone to close the app once I'm not using it, it does have a system service that kills battery, memory and cpu PLUS spy.... notifications keep on showing... can't disabled push notifications for groups => garbage! it's a plague",1,80,social
com.facebook.katana,"The constant updates are getting ridiculous. Getting really close to everyday and all they do is make it impossible to navigate easily as it changes so often. you figure it out and next time it is different or you can't figure out how to get to what you want. Can't remove or change things to personal preference like removing ""watch list"" or changing what is on it. I would rather see more of my friends & group posts than the commercial pages, especially the OLD/rerun stories.",3,295,social
com.facebook.katana,"I find the auto-refresh of the content very annoying. Scenario 1: I see a link posted by my friend, I click into it, find it impressive, exit and get back to the FB app hoping to give a positive response - and the contents get refreshed and I have to search for that post again (and I do not always recall who posted it, making the search more difficult) Scenario 2: Reading a post, have other things to do so have to put it aside and come back later. Reopen app and the post is nowhere to be found.",1,373,social
com.facebook.katana,It's getting so laggy and crashes for literally no reason and I swear there's nothing problem with my phone or else but It's just really getting laggy whenever I use it for just 20-30 minutes! It's just pissing me off cause I can't continue watching some videos and scroll properly! I hope developers get this fixed cause I know I'm not the only person who's experiencing this!,1,4,social
com.facebook.katana,Facebook has disabled my account without giving any reason at all and that too in the MIDDLE OF A LOCKDOWN. I was asked to submit a govt. Issued photo ID and after doing that I got a confirmation mail for the same but even now no review has been done. Kindly look into it. I have been using facebook for over a decade now. This is literally torture. Please fix this is issue or atleast tell people why you have disabled their account.,1,38,social
com.facebook.katana,"Overall the app functions fine. However, the amount of folders get really confusing and its difficult to navigate pages. Also, nothing against the app, but there is soooo much negativity amongst its users! If you're someone who struggles with taking things you see on social media to heart, this definitely is not the app for you",3,0,social
com.facebook.katana,"Issue with FB: 1) We need a better way to appeal temporarily bans and removed posts. Idiots will use ""report"" on everything til eventually it works. As a result, people end up getting their account temporarily banned for a NON-OFFENSIVE post and try to appeal the decision. But appeals get DENIED and are NEVER reviewed. How do I know theyre not reviewed? Because the posts that get removed are regular posts, selfies, group pics, and memes. If they actually reviewed it, they'd see a mistake made",3,15,social
com.facebook.katana,I have been on Facebook a long time and I play all my games through Facebook I had to get a new phone which I've done many times downloaded Facebook and my new apps to my phone all I can get when I try to log in through the game is connection error try later I have talked to the phone company I have uninstalled reinstalled reset everything that you would take to do and it still doesn't work people are begging for help in the same issue and no one responds. It's not worth the time anymore and you,1,10,social
com.facebook.katana,"After the last few updates, there are no See Translation below posts by foreign friends. I read on FB help centre and many having this problems even though we have never change the languages/translations settings. The second problems is with the memories. If we try to check Memories after the first time only the most recent Memory is shown on top and it never load the other Memories.",3,2048,social
com.facebook.katana,"Ads every other post! Story mode is stupid, most recent doesn't work properly, keep getting notifications for friend suggestions and the videos popping out when you go to close the is stupid and you can't disable them anymore. Sadly there are games that use Facebook to back up their data so I have to keep it. Can't wait for this to not be the case so I can uninstall it.",1,89,social
com.facebook.katana,It is good for time killer and getting connected with your friends through status posting also I love how easy to use the app the only problem is that the arrangement of posts in the marketplace is not arranged by the time it is posted I hope that the ones that are posted for the longer time will be deleted automatically so that online shoppers can see much more active seller in the place.,5,12,social
com.facebook.katana,"This is a huge social media app and I see many antisocial post which I want to report to Facebook for screening but can't submit as the process to report to fb get stuck at loading. I see many misleading content being post which I completely understand is not ur fault but the safety measure to counter this us not working, which is ur fault. Waiting to see this fixed as I use to love fb, hmmmmmmm",1,3,social
com.facebook.katana,"crappy updates as always. every time i check my notifications, it says i have 56 of them, i go through and clean em up and there they are again saying i have notifications. On top of it, every damn update it gets worse and worse. You need to fix the damn app or just get rid of it!!!!",1,4,social
com.facebook.katana,I love the feature of this app as it is help us to connect with each other. But I find out some problem when I am trying to change my password to make it more. Because when I am changing my Fb account password to make my ID more strong I find out that I can't see the correct password I am writing. We all know we sometime do some mis typing. So in my suggestion thing in the next update it should be fixed for the betterment of everyone.,3,419,social
com.facebook.katana,"For months now, my notifications rarely update without me having to completely close the app for it to refresh. More often than not, it will continually show me the same notifications throughout the day as if I haven't clicked on it yet. You shouldn't have to specifically go to ""Most Recent"" to see the most recent posts on your timeline. I'm constantly being showed posts from 2-3 days earlier, or hours earlier. Once I close and open the app again, it refreshes and shows more recent posts.",2,1828,social
com.facebook.katana,"The app has been terrible after recent updates. Not loading things properly, saying I'm not connected, refusing to pull up images, not showing replies/comments, etc.... tried all of the self-fixes and it is not making a different. I haven't been having trouble with my phone or ANY other apps, so I know that this app is the problem. Debating discontinuing my use of this app.",1,404,social
com.facebook.katana,"Too many things are broken in this app. Just to name a couple, if I go into my activity log, I can't go into the post in which I did the certain activity that I'm looking for (such as comment, post or react). Tapping on the activity does nothing no matter where I tap. This works fine in a web browser, so why not in the app. The other thing is when I go into a group and try to search, nothing comes up even though I know for sure that the word that I searched for has been discussed many times.",2,258,social
com.facebook.katana,"Facebook mobile has three ways to access. The mobile version, the lite app, and the Facebook app. And because of the best engineering team. All of them have different problems. The website, the link to profile on search page doesn't work. Not to mention the huge fonts. On the apps clicking on notifs for comments never take you to the comment. Amongst a few notable.",3,107,social
com.facebook.katana,"They delete information they say is inaccurate, but allow propaganda to freely circulate. Bottom line, the ""information"" that passes on Facebook belongs to those who have the highest bid. In a nutshell, Facebook is the most anti-American site out there. The only thing it is good for is playing games. I would never give it my real name, phone number, etc.",1,622,social
com.facebook.katana,"Use it mainly for Marketplace, and EVERY SINGLE time you go in to a seller's profile or send a message, it locks you in to it. You have to force close and reopen, and restart everything. The search criteria isn't customizable enough, either",1,1,social
com.facebook.katana,"5-1-20 Let me watch videos on the main stream and quit pushing for ""watch"" I hate it. Seriously considering deleting the app. I'm over it if this isn't fixed soon. 5-2-20 And now it won't send me to the right videos when I attempt to follow your broken system. I hit the ""continue in watch"" button and it takes me to an entirely different video. Please stop this pushy behavior and just let me scroll with ease. I'm so fed up at this point. Get rid of the button and quit locking the videos.",1,90,social
com.facebook.katana,"Facebook watch is easily one of the worst video streaming services I've ever used. There's some good content on there but you can't watch it without being interrupted by either a random refresh, or the video just freezing and the app refusing to play it when you try to open it to widescreen it.",1,5,social
com.facebook.katana,"- It keeps showing me old news and restricts the accounts that I'm following from appearing on my news feed. - Kicks me out while I'm reading a post or surfing in a group or on a page. - Unpublished my page just because of a ""seem like"" and refused to give me a chance to explain and closed the case without giving a legit reason. - Shows that the Paracel and Spratly Island as belong to Chinese territory, which is a lie that the Chinese government is trying to spread. Pathetic move.",1,284,social
com.facebook.katana,Facebook Marketplace will not load. It won't let me save listings or even click on them now. I tried sending a message to the support team but they ignored it. I need furniture for my son's nursery and without Marketplace I'm not sure how we're going to get it.,1,4,social
com.facebook.katana,"For some reason my password just changed and I've been trying to reset my password and confirm that I wasnt the one using my account for the past few days and even when I enter the correct answers, it keeps disapproving my request. I dont know what the hell to do right now!",2,3,social
com.facebook.katana,"I think this app has got too complex for it's own good, sometimes comments don't load, I click on wrong icon because they're too close to another icon, unless you've got the hands of a child it gets tricky doing straight forward tasks, it's great when it runs smoothly but that's not very often.",3,47,social
com.facebook.katana,"Never had a problem until this last update, it tries to install but then it stops and goes back to press the button to update and it just keeps doing it as many times as u want to waste your time. Only fix I could find was uninstalling and reinstalling the app. Every update. UPDATE: STILL WILL NOT UPDATE! Without uninstalling and reinstalling...This is getting ridiculous!",3,645,social
com.facebook.katana,"Since latest update there have been multiple issues. If tagged in a comment on a post it doesn't take you to the tagged comment directly, only to the post and then you have to search through all comments to find it. Marketplace is now a wreck, it takes forever to load and if you attempt to search for an item it will not load the search results completely and won't let you view any, then it all freezes up and is slow to exit. I hate that it refreshes on it own and you can't find posts again.",1,347,social
com.facebook.katana,I have reported a problem 4 times with no help or response from Facebook. My newsfeed will not load. It keeps saying can't connect. I can see other Facebook pages ad well as my page. But NOT the news feed page. NOT top stories. NOT recent stories. I have tried everything to fix it with no help from facebook. I saw another review with the same issue. PLEASE FIX!!!,1,111,social
com.facebook.katana,"Generally, this app functions well and reliably. However, the design choice of showing images to post (such as to a comment) strictly in a single stream makes it maddeningly impossible to find things when you've got a large number of images and photos arranged into different folders in the Gallery. Facebook needs to implement an option to upload images and photos from the Gallery so that folders can be browsed and items can be found efficiently, or even at all.",4,117,social
com.facebook.katana,"Was a good app but it seems like the more updates or ""improvements"" that are done, the more glitches there are. Now it's Marketplace. If I try to look at an ad or see what people have listed, my screen freezes & the only way to fix it is to uninstall and reinstall. Also I'm seeing the exact same 4 people in my news feed even though I have over 200 friends in my friends list. I have tried reaching out to Facebook about this but never hear from them. HIGHLY aggravating",2,3385,social
com.facebook.katana,"I have been using Facebook for the last 6 years. Every time I update, I gain new experiences. Its importance in the field of social communication is increasing day by day. In addition to entertainment, I think if there is a default icon called Current Affairs for various news in today's world, its use will increase. Hopefully the review will not escape the attention of the authorities!",4,131,social
com.facebook.katana,"I don't like the newest update where they've removed the volume option from a video someone shares. Now you have to open it to hear it, instead of just being able to watch and listen from your feed. Then the video is on this small screen with a huge section for comments or other video suggestions across the bottom. I don't like it. Wish it was back to the old way. Unnecessary changes and updates that don't improve use. Facebook is so annoying with their changes.",1,219,social
com.facebook.katana,Only two things I would change. 1. Keep things in time line order. Why do I need to search through a bunch of old stuff. To find a post from post I was just working with. 2. After I have cleared a notification why does it have to come back several times over the next four days.,4,9,social
com.facebook.katana,"When I access group and choose recent post in sort option, it can't load normally. It just stuck with 1 recent post and loading time animation below it. Fix it asap. It's happen a lot when I upgrade facebook app. Sometimes fixed, and sometimes it shows again.",3,5,social
com.facebook.katana,Its being annoying. They will block u for sharing a pic of a drawing showing too mush lap but your friend gets to share a girl jumping in mid air flashing her privates straight to the camera. Yeah real classy. Fix ur damn community guide lines to so so with actual thing that are nudity. Is that or either give us the option to add a censor to the post if it's not kid friendly.,2,58,social
com.facebook.katana,"Pretty decent but needs an update!! Layout is pretty easy to follow. I like the new menu which is clear and concise. The main thing that is so annoying is when you click on a page, very often it starts going nuts and flicking old and new posts like its syncing but it never stops! Please sort this out!!!",3,138,social
com.facebook.katana,It is sorta like buying a used car with no warranty. The help is whatever the computer generated solution are. The toll free number for help is actual a Medicare advertisement number. So just load it and hope it works maybe today maybe tomorrow.,2,5,social
com.facebook.katana,"Personal profile works fine for the most part. But my professional public page? An absolute headache. I see there has been an update that makes it operate more like Instagram Which I was fond to see. However it's faulty. If I follow too many pages the whole platform starts spazzing. Nothing loads, my whole page is frozen and inoperable, and I get booted off of everything with the ""session expired"" notice. Your new features for public pages are very buggy, please fix.",2,111,social
com.facebook.katana,Facebook is my worst nightmare!!! I always seem to be friend suggestions with people I want to avoid and have no contact with. I deleted the app and my account. I wish it didnt take 30 days to actually complete the deletion. You guys should fix that! Only good thing was the marketplace and now I'm missing out on that it sucks! Marketplace should have it's own app.,1,218,social
com.facebook.katana,"Update is terrible!!!! No longer able to share a post in facebook with friends and family in messenger, keeps asking me to log in to my account, which when I do it says I'm already logged in, this is ridiculous! Please correct this immediately!",1,0,social
com.facebook.katana,"hate the new featured photos collections. Can't reorder, can't see them all at once in a 3x3, stuck going through one at a time. Absolutely terrible. Can't see ""all friends"" on friends list. stops in the Bs. Actvity log doesn't link to the post/comment in question, which is absolutely terrible, ridiculous, inconvenient, and the only purpose of having an activity log in the first place",1,1090,social
com.facebook.katana,"A really useful app to connect with your friends and family and to know more about them, what they are doing, how they are doing. It seems distances have vanished. But one thing is missing when we are gonna update our relationship status, it gives limited options. You must include Shadeed Singles or Shadeed Charrey or Desperate Singles so that my friends namely Abu Bakr, Habib, Shahid, Dawood, Usman, to some extent Ali and I can fit in. This will help us perfectly describe our situation....",5,598,social
com.facebook.katana,"Update: half of my feed are ads, old content that I've already seen. I want to see the new stuff & organize my timeline by what's newest like I used to. Terrible app. I have to click on notifications multiple times for them to go away, always see the same old posts when I want to see new things, only seem to see the same few people's posts all the time. Tired of ads all over & now in the middle of videos so you can't even enjoy those. Never been closer to giving up this service. Needs dark mode.",1,920,social
com.facebook.katana,I wish Facebook would make up their damn minds. Either put the profile short cut button on and leave it or just leave it off. It's actually a nice feature but hey the problem is it makes too much sense and they don't do things that actually makes sense. Just saying... I actually enjoy the short cut but if you keep taking it off. Just leave it off. Or make people happy and leave it on. Other than that the app is good. Not alot of bugs. But it's not perfect by no means.,3,47,social
com.facebook.katana,"There are many bugs in the new Facebook app. 01- Can't select albums when uploading a post 02- After uploading a photo, transferring albums can be done on the computer, but has been avoided since it has also been updated. 03- Remove the limit when forwarding the message 04- Or, if there is a potential link to do so We all experience these issues equally. Provide a quick response, thank you",1,241,social
com.facebook.katana,"Terrible update. May as well not use Marketplace now. Cant read the whole text of ad when you click on it, has like a border down the side. Will definitely not be updating my phone. Serves me right for not reading reviews first. To be fair though, an update shouldn't make the program worse, thought it was meant to be for improvements.",1,261,social
com.facebook.katana,No rating. This is totally useless app. I can change the password of my account but cannot log into my own account. I have changed my number and the new number is not yet updated on Facebook so I am not been able to log in for past 3 days. I have filled the required forms and attached the required documents and yet there is no solution..,1,138,social
com.facebook.katana,Nice app and i love it so much... I just wish that it was equipped with a message tool for its own Rather than messenger..i would really love that please.. because when am using my Facebook and i received a message it almost feels like am leaving the platform to another..,3,13,social
com.facebook.katana,"There is a bug with Facebook app for Android. Whenever i click on a page, the posts for that page/contact/organizations does not load! There is no problem with desktop app and not my internet connection problem. Please fix the bug with an update!",2,0,social
com.facebook.katana,"This is a terrible, terrible app. It is practically unusable on the p30 pro. The red notification numbers never clear, even when you've read all the notifications, comments don't load, lose your place in the news feed if you lock your phone screen, weird and random notifications from groups appear, even after you've disabled the notifications for that group. Nothing fixes it. It's awful, would give it zero if I could.",1,233,social
com.facebook.katana,"Far too many unannounced updates, updates often don't tell what was changed and many updates break features that used to work as desired. I don't like the random page refreshes while I'm reading an article linked to in the post or commenting or replying to it or occasionally while writing my own post. I used to be able to get back to where I was by reacting or commenting on a post and then using my activity log links back to the post or to find my comments. That link no longer works.",1,472,social
com.facebook.katana,"I dont know who decided on these new updates but the app sucks horribly. Not only are there ads every 15 to 20 minutes, but when someone comments and tags you, it doesn't even send you to the comment like it used to. It's been like that for over a year. It's gotten to the point where I feel like it's time to delete my account. It sucks so horribly",1,217,social
com.facebook.katana,Since I go tg the update the site would load anything pic and videos. Everytime I try to scroll through it pauses in kicks me out of the app back to my home screen on my phone I tried to report a problem and its exact same thing. Normally I don't have any complaints but the fact that I can't report a problem on the Facebook app means I have to come here to do so.,1,239,social
com.facebook.katana,"Hasn't worked in 5 days and counting across all platforms. Newsfeed doesn't update. Followed all recommended fixes and now can't log back in because of an error stating there is an issue with Facebook's security certificate. There is zero customer service/support and no acknowledgment from Facebook that there is even a problem. I've searched multiple forums and there are scores of people all having the same issues. Thanks for nothing, Facebook.",1,180,social
com.facebook.katana,"Latest updates have ruined this app. Newsfeed is showing posts from 2 days ago and never refreshes. Likes and comments aren't showing up. When I log in sometimes it says can't connect even though I know my internet works. I tried clearing cache, uninstalled, reinstalled but it still doesn't work. You need another update to fix all these bugs! To everyone else having these problems open Facebook in a browser don't use this app, it's the only workaround.",1,115,social
com.facebook.katana,"Recently this app is frustrating you're no longer receiving notifications, your videos keeps restarting when you click to watch the whole thing, you're getting blocked for some stupid reasons, your content is being removed while the other disturbing ones from others are still up hmmmm should I go on.....when u refresh your timeline you keep seeing the same thing you just went through nothing new shows up 🤦‍♀️. This app is thrash pure garbage only good thing remaining is WhatsApp.",2,62,social
com.facebook.katana,"Been using FB app for 2-3 years across 2 diffrent phone. sometimes it lags and kinda unresponsive, but i blame my ISP for that so not too bad. Everything started going down hill at the start of 2019, Timeline is just a mess... wont show recent posts from friends and pages that i followed and show em 1-3 days later. Timeline is a mess composed a little of recent post, the post from 3 days ago that somehow didn't show up before, and plentiful of ads. Oh yeah, its also getting more laggy.",1,149,social
com.facebook.katana,I just want to know why the app needs to be almost a gig. it never changes yet every time there is an update. the app just keeps getting bigger. and now its integrated into my phone so I have no choice but to use it. it shouldnt be up to you on what's on my phone! (Now its 1.5 gigs! What a joke) MINUS 8 STARS. DO NOT PASS GO. DO NOT COLLECT 100 BILLION DOLLARS,1,640,social
com.facebook.katana,"Great experience but there are so many bugs are still there. One of the example is the notification tab. Some time whenever i got a notification it shows late, sometimes if i got a notification now and after like 30min the notification still shows/says just now even after refreshing it. Like this there are more bugs i got to experience every day. I hope developers are watching this and they fix the issus so that we have great experience with your app, Thank you :) .",3,92,social
com.facebook.katana,"April 2020 Update: Well, as of a few months ago, I'm finally able to open up my photo via my home feed and/or news feed without it ""freezing"" anymore. Now there is a new issue. I can see some of my pictures in an album with 80ish photos. I could scroll down maybe roughly 15 pictures then i get the spinning icon letting me know it's trying to load the next pictures, but it's really not. I have tried to test this on other android phones I have and they're at acting the same way. Now I try to look at the album using my iPhone and that works just fine. I'm leaning more and more towards iPhone now just because of how buggy these android apps are and bloatwares. Another thing, Facebook's new algorithm on who it thinks should see your posts is terrible. Only a fraction of my friends and family are seeing my posts now because your algorithm doesn't want to ""spam"" people with posts it thinks people wont want to see; meaning my posts. THENNNN you guys shove a bunch of paid ads into our faces instead?? 2019 Reveiw: After digging deep into the phone clearing out so much data and cached files, testing it with other phones, and etc, I have finally found the answer.. It was the Android Facebook update. Clicking a picture from my news feed that has multiple pictures kind of freezes the app. You can press the back button on the Android phone to unfreeze it. The average person that clicks on my picture via their home feed would probably think their app is frozen and close it out then open up again then wouldn't see my new posts with my travel pics anymore on their news feed since it was already shown on their feed. I have confirmed this is the case only with Androids so far testing it on 5 Androids unsuccessfully looking at my albums via the feed. iPhone users still can view photos via the feed, though. I do see another recent review saying the same thing. The work around for this, which I know people wont do unless they really like you or know you, would be to go to my the person's page, click on Photos, then choose that specific album they want to see. Sorry for the giant wall of text of a review. Google kills the format and shoves it into a giant block of a review.",1,405,social
com.facebook.katana,"Facebook was a great app but recently it has became an irritating app. When I'm watching a video it suddenly kick me out from the video. Doesn't matter if I have been watching video's for few minutes or for an hour. Also when I click the message icon from FB app it show me a page saying ""Switch account"". When I try to get back it show me a page saying ""Open messenger"". I have deleted both Facebook & messenger few times but doesn't fix. I hope you will take care of this problems soon.",1,99,social
com.facebook.katana,"Always so many problems! The screen just started rotating, which it didnt use to do. Cant click away recommended friends or pages now. My birthdays disappeared. There should be an easier way to contact fb about all this, not just shaking the phone which only brings up summary of shaking phone. It ridiculous. Friendly is much better.",1,193,social
com.facebook.katana,"This app is good but my account 2 step Authentication will not working, i contact facebook help and mail, also apply identity form but no response from facebook, they are not Recover my facebook, i have my facebook id, password and mobile Number but 2 step authentication is not working properly and not sending log in code, this is main problem please help other voice i uninstall this app and can't using Facebook...",1,55,social
com.facebook.katana,"Timeline isn't updating, tried uninstalling and reinstalling, didn't fix the problem. Can't see anything at all, can't even view anything in the marketplace at all. Even in the web browser it's not working at all. I think Facebook might have been hacked. Just had another app update and it's still the same!",1,170,social
com.facebook.katana,"More the update more problem occur using this app. First when we would upload photos in an ablum we could edit the date. Now we can't. Edit feature is not available. Even when we make new album people would get tagged easily and date, location also would get updated. Now there is manual fill to tag people. And can update the date. Stop updating and making the app worst. Let some normal stuff be there don't make things complicated",2,143,social
com.facebook.katana,"I already uninstalled the app and reinstalled it. But the notifications and new posts, and updates won't load. I can't even access my profile. Why is it not functioning? Please fix this. I have 4G net and enough internet to access it but why is it still not loading properly?",1,47,social
com.facebook.katana,"Error playing videos videos cannot be skipped to go to a selected time into the video, reverts back to 00:00 into the video after skipping, or you get a black/white screen when attempting to view the video from the actual post for a better look. 1/5 stars, worked good from the start, deteriorated after update. will not recommend. Edit re 29 Apr 2020/2218H Cant share from original post, more functions are malfunctioning, no improvement since 2 updates. I WOULD RATE THISN 0/5 IF I COULD",1,140,social
com.facebook.katana,Since updating the icons at yhe top have changed...no profile shortcut. Awkward having to go to side line especially as i have a page also. Notifications stay as unread. If i have many in one go it's easy to loose track of which I've read. I have to delete individually. Screen freezes. Thought my phone had broken the other day as it froze on the app & wouldn't come back on. Memories only show the last year even though it says it's for the last 9yrs. Overall no good,1,1103,social
